id,name,full_name,type,created_at
970,CSA,Center for the Study of Adolescence,N,2012-12-13
971,Caritas Lebanon,Caritas Lebanon,N,2012-12-21
972,RACIDA,Rural Agency for Community Development and Assistance,N,2012-12-21
973,Sam's Kledingactie,Sam's Kledingactie,C,2012-12-21
976,Cordaid Juba,Cordaid Juba,N,2013-01-02
978,UCOET,Unity Community Organization and Enlightenment Trust,N,2013-01-02
979,Justice&Peace Commission,Justice & Peace Commission of Catholic Diocese of Malakal,N,2013-01-02
980,Presbyterian Church Melut,Presbyterian Church in Melut,N,2013-01-02
981,Centre P & D studies,Centre for Peace and Development Studies at Juba University,K,2013-01-02
983,AMA,Assistance Mission for Africa (AMA),N,2013-01-02
984,Sudan Council of Churches,SCC,N,2013-01-02
986,SSHURSA,South Sudan Human Rights Society for Advocacy (SSHURSA),N,2013-01-02
987,ERADA,Equatoria Rehabilitation and Development Association,N,2013-01-02
988,SSLS,South Sudan Law Society,N,2013-01-02
990,SUN Community involvement,SUN Community involvement ,N,2013-01-02
991,Virgin Active Sports ,Virgin Active Sports School/Academy ,C,2013-01-02
992,Dream Goals,Dream Goals,N,2013-01-02
993,FNV Formaat,FNV Formaat,C,2013-01-02
994,SA Project Developer TOHI,South African Project Developer TOHI,C,2013-01-02
996,Villa Rosa,Villa Rosa residentsâ€™ platform ,C,2013-01-03
997,Sainte Marie,Sainte Marie residentsâ€™ platform ,C,2013-01-03
998,Cerdel,Cerdel,N,2013-01-03
1000,BLTP,Burundi Leadership Training Program,N,2013-01-03
1001,Kadtuntaya Foundation,Kadtuntaya Foundation Incorporated,N,2013-01-03
1003,Sembrar Sartawi,Sembrar Sartawi,N,2013-01-03
1004,African Development Bank,African Development Bank,C,2013-01-03
1005,RUFI Rural Finance Initia,RUFI Rural Finance Initiative,C,2013-01-03
1006,Dia Vikas Capital Private,Dia Vikas Capital Private,N,2013-01-03
1009,NEEDS India,Network For Enterprise Enhancement And Development Support,N,2013-01-04
1010,BVHA,Bihar Voluntary Health Association,N,2013-01-04
1011,VHAI,Voluntary Health Association of India,N,2013-01-04
1012,Africa Alive,Africa Alive,N,2013-01-09
1013,EU in Kenya,Delegation of the European Union to Kenya,N,2013-01-10
1014,SAIPEH,Support Activities In Poverty Eradication and Health,N,2013-01-10
1015,YONECO,Youth Net and Counselling,N,2013-01-10
1018,SEWA Bharat,Self Employed Women's Association Bharat,N,2013-01-14
1019,Restless Dev India,Restless Development India,N,2013-01-14
1020,Dalit,Dalit,N,2013-01-14
1021,AIMS Bangladesh,Aesthetical and Integrated Media Service Bangladesh,C,2013-01-14
1022,Gano Milan Foundation,Gano Milan Foundation,N,2013-01-14
1023,Mukti Foundation,Mukti Foundation,N,2013-01-14
1024,PIDS Pakistan,Participatory Integrated Development Society,N,2013-01-15
1025,CAVWOC,Centre for Alternatives for Victimized Women and Children,N,2013-01-15
1026,Awaz Foundation Pakistan,Awaz Foundation Pakistan: Centre for Development Services,N,2013-01-15
1027,CH Chandraghona,Christian Hospital Chandraghona,N,2013-01-16
1029,RHSTEP,"Reproductive Health Services, Training and Education Program",N,2013-01-16
1030,FPAB,Family Planning Association of Bangladesh,N,2013-01-16
1031,Dushtha Shasthya Kendra,Dushtha Shasthya Kendra,N,2013-01-16
1032,WSP,Water and Sanitation Program,N,2013-01-16
1033,MPW Liberia ,Ministry of Public Works Liberia,G,2013-01-16
1034,PFAG,Professional Football Association of Ghana,N,2013-01-17
1035,YECE,Youth Empowerment and Civic Education,N,2013-01-17
1036,RWPF Pakistan,Rutgers WPF Pakistan,N,2013-01-17
1039,FPAM,Family Planning Association of Malawi,N,2013-01-22
1040,NAYA,Network for Adolescent and Youth of Africa,N,2013-01-24
1042,CEICOM,CEICOM,N,2013-01-24
1043,Rutgers WPF,Rutgers WPF,N,2013-01-25
1044,CHOICE,CHOICE for Youth and Sexuality,N,2013-01-25
1045,Government of Luxembourg,Government of Luxembourg,G,2013-01-25
1046,PWN,PWN,C,2013-01-25
1047,WaterAid America,WaterAid America,N,2013-01-31
1048,CARE,CARE ,N,2013-01-31
1049,Living Water Int.,Living Water International,N,2013-01-31
1050,WSA,Water and Sanitation for Africa,N,2013-01-31
1051,Unicef Congo Brazzaville,Unicef Congo Brazzaville,N,2013-01-31
1052,Stedenband Tilburg Same,Stedenband Tilburg Same Tanzania,N,2013-02-01
1053,Catholic Diocese of Same,Catholic Diocese of Same,N,2013-02-01
1054,Aguayuda,Aguayuda,N,2013-02-01
1055,PSTC,Population Services and Training Center,N,2013-02-04
1056,KSDP,Kenya Sports for Development Partnership,N,2013-02-04
1057,Jurome B.V.,Jurome B.V.,C,2013-02-06
1058,Naga Foundation,Naga Foundation,N,2013-02-07
1059,Ghana Urban Water Limited,Ghana Urban Water Limited,C,2013-02-09
1060,Football for Water,Football for Water,N,2013-02-09
1061,WASH Liberia,WASH Liberia,G,2013-02-10
1062,Kenya Wildlife Service,Kenya Wildlife Service,G,2013-02-12
1063,Liberia WASH Training,Liberia WASH Training,N,2013-02-12
1064,UOF,Universal Outreach Foundation,N,2013-02-13
1065,Wateraid Liberia,Wateraid Liberia,N,2013-02-13
1066,Concern Worldwide Liberia,Concern Worldwide Liberia,N,2013-02-13
1067,ERS,Empowerment Rehabilitation Services,N,2013-02-13
1068,FAAL Inc,Foundation for All Ages Liberia Inc.,N,2013-02-13
1069,Tetra Tech,Tetra tech,N,2013-02-13
1070,AEL,Association of Evangelicals of Liberia,N,2013-02-13
1071,NWSHPC,National Water Sanitation and Hygiene Promotion Committee,G,2013-02-13
1072,RIDA,Rural Integrated Development Agency,N,2013-02-13
1073,CIPORD ,Christian Impact Program for Rural Development Inc.,N,2013-02-13
1074,ECREP,Evangelical Children Rehabilitation Program ,N,2013-02-13
1075,WSP Liberia,World Sanitation Programme,N,2013-02-13
1076,EQUIP Liberia,EQUIP,N,2013-02-13
1077,WHH/SIRHC,Welthungerhilfe /SIRHC Program,N,2013-02-13
1078,Plan,Plan (Int) Liberia,N,2013-02-13
1080,UNICEF Liberia,United Nations Children's Fund Liberia,N,2013-02-13
1081,MOE/SHD,Ministry of Education/School health Division,G,2013-02-13
1082,CHF,Cooperative Housing Foundation,N,2013-02-13
1083,CODES,Community Development Services ,N,2013-02-13
1084,LICH,LIBERIA CARE HUMANITY INC,N,2013-02-13
1088,Oxfam Liberia,Oxfam Liberia,N,2013-02-13
1089,RVWSB / Naivawass,Rift Valley Water Services Board ,G,2013-02-14
1090,Jaap lengkeek SRA,"Jaap Lengkeek Scientific Research and Advice; Tourism, Heritage, Landscape",K,2013-02-14
1091,Revenue Watch Institute,Revenue Watch Institute,K,2013-02-15
1092,Publish What You Pay,Publish What You Pay,K,2013-02-15
1093,RWH for Food Security,Rainwater Harvesting for Food Security,N,2013-02-15
1094,World Vision Mexico,World Vision Mexico,N,2013-02-18
1095,Improve International,Improve International,N,2013-02-18
1096,SFPB,Stichting Fondsenwerving Pacung Bali,N,2013-02-22
1097,Wageningen University,"Wageningen University, Cultural Geography Group",K,2013-02-25
1098,NHTV,NHTV Breda University of Applied Sciences,K,2013-02-25
1099,Cordaid Food Security,Cordaid Food Security,N,2013-02-27
1100,NPO/RRAA,Norwegian Project Office/Rural Rehabilitation Association for Afghanistan,N,2013-02-27
1101,MADAM Sierra Leone,MADAM Sierra Leone,N,2013-02-28
1103,Broederlijk Delen,Broederlijk Delen,N,2013-02-28
1105,African Monitor,African Monitor,N,2013-03-07
1106,Casa de la Mujer,Casa de la Mujer,N,2013-03-07
1108,SSPAS,Servicio Pasionista,N,2013-03-07
1109,Fusalmo,Fusalmo,N,2013-03-07
1110,Fundasal,FundaciÃ³n SalvadoreÃ±a de Desarrollo y Vivienda MÃ­nima,N,2013-03-07
1111,Centro BartolomÃ© Casas,Centro BartolomÃ© de las Casas,N,2013-03-07
1113,Zinedine Zidane,Zinedine Zidane,C,2013-03-07
1114,Winrock International,Winrock International,N,2013-03-08
1115,Skills Plus ,"Skills Plus,Uganda ",N,2013-03-13
1116,LAUPI,Local Areas Uprise Initiative,N,2013-03-13
1118,OCBO,Orphans Community Based Organisation,N,2013-03-13
1119,SAVO,Ssuubi ly'Abato Voluntary Organisation,N,2013-03-13
1120,Masaka District Local Gov,Masaka District Local Governement,G,2013-03-13
1121,NMC,Ntungamo Municipal Council,G,2013-03-13
1123,STARGO,Strengthening Aquatic Resources Governance,N,2013-03-13
1124,GRM,Golden Rule Mission,N,2013-03-13
1125,MTB,Mutukula Town Board,G,2013-03-13
1126,REAP,Renewed Efforts to Alleviate Poverty,N,2013-03-13
1127,KTC,Kyotera Town Council,G,2013-03-13
1128,MTC,MAYUGE TOWN COUNCIL,G,2013-03-13
1129,RAWESE,Rawese Uganda ,N,2013-03-13
1130,Bukakata S/C ,Bukakata sub county local government,G,2013-03-13
1131,UMU,Uganda Martyrs University Outreach Directorate,K,2013-03-13
1132,KCDC,Kyamate child Devt centre,N,2013-03-13
1133,BMCTC,Buwama Multipurpose Community Telecentre,N,2013-03-13
1134,BSC,BUWAMA SUB-COUNTY,G,2013-03-13
1135,MRSM,Mountain Rescue Service Montenegro,N,2013-03-13
1136,CMRS,Croatian Mountain Rescue Service,N,2013-03-13
1137,CCC - Dubrovnik,Croatian Chamber of Commerce - Country office Dubrovnik,C,2013-03-13
1138,NTO Montenegro,National Tourism Organization Montenegro,G,2013-03-13
1139,UNICEF Mozambique,UNICEF Mozambique,N,2013-03-18
1140,DNA Mozambique,Ministry of Public Works & Housing  - DNA ,G,2013-03-18
1141,Min. Education Mozambique,Ministry of Education Mozambique,G,2013-03-18
1142,MJD Mozambique,Ministry of Youth & Sport Mozambique,G,2013-03-18
1143,PSI-Liberia,Population Services International- Liberia,N,2013-03-19
1146,NORAD,Norwegian Agency for Development Cooperation,G,2013-03-26
1147,MoD Kosovo,"Ministry of Diaspora, Kosovo",G,2013-03-26
1148,IOM,International Organization for Migration,N,2013-03-26
1149,Restless Dev Uganda,Restless Development Uganda ,N,2013-03-27
1150,ARI,Aliansi Remaja Independen,N,2013-03-27
1151,WvW 2014,Wandelen voor Water 2014,N,2013-03-27
1152,Ardhanary Institute,Ardhanary Institute,K,2013-04-02
1153,Yayasan Pelita Ilmu,Yayasan Pelita Ilmu,N,2013-04-02
1154,PMI,PMI Kota Jakarta Timur/Indonesian Red Cross East Jakarta Branch,N,2013-04-02
1155,SIKOK Foundation,SIKOK Foundation,N,2013-04-02
1156,RIFKA ANNISA,RIFKA ANNISA,N,2013-04-02
1157,CMM PKBI Jakarta,Centra Mitra Muda Perkumpulan Keluarga Berencana Indonesia DKI JAKARTA,N,2013-04-02
1158,ISEE,Interkerkelijke Stichting EthiopiÃ«/Eritrea,N,2013-04-02
1159,PKBI Daerah Lampung,PKBI Daerah Lampung,N,2013-04-08
1160,IPPA Yogyakarta Chapter,Indonesia Planned Parenthood Association Yogyakarta Chapter,N,2013-04-08
1161,Stichting Oost Afrika,Stichting Oost Afrika,N,2013-04-09
1162,Achmea Foundation,Achmea Foundation,N,2013-04-09
1163,WDA,Wolaitta Development Association,N,2013-04-09
1164,GeRT,Geo-ecological Research Team,K,2013-04-12
1165,GKAS Uzbekistan,The State Committee for Architecture and Construction of Uzbekistan,G,2013-04-17
1166,TCCAF,The Coca-Cola Africa Foundation (TCCAF),C,2013-04-17
1167,GETF,Global Environment & Technology Foundation (GETF),N,2013-04-17
1168,FH,Food for the Hungry,N,2013-04-17
1169,Hilton Foundation,Conrad N. Hilton Foundation,N,2013-04-17
1170,Acacia Water,Acacia Water,K,2013-04-18
1171,World Vision,World Vision,N,2013-04-23
1172,GINKS,Ghana Information Network For  Knowledge Sharing,N,2013-04-24
1173,SPIR,Samaritan's Purse International Relief,N,2013-04-29
1174,Maak Ethiopie Gezonder,Stichting Maak Ethiopie Gezonder,N,2013-05-01
1175,St Luke Hospital,St Luke Hospital - Public Health Department,G,2013-05-01
1176,CCI Uzbekistan,Chamber of Commerce and Industry of Uzbekistan,N,2013-05-03
1177,DOT,Digital Opportunity Trust (DOT),C,2013-05-09
1178,Liberia WASH Consortium,,N,2013-05-10
1179,Nazava Water Filters,Nazava Water Filters,C,2013-05-12
1180,Sticht Grenzeloos Salland,Stichting Grenzeloos Salland,N,2013-05-12
1181,DENIOS,DENIOS,C,2013-05-16
1182,Peepoople Kenya,Peepoople Kenya,N,2013-05-27
1183,ANADER,ANADER,N,2013-05-30
1184,SEK Budapest,SEK Budapest International School,K,2013-05-31
1185,RHU,Reproductive Health Uganda,N,2013-05-31
1186,Government of Liberia,,G,2013-05-31
1187,Istituto Comprensivo,Istituto Comprensivo Sant' Antonino,K,2013-06-03
1188,BS Beatrixschool Nunspeet,BS Beatrixschool Nunspeet,K,2013-06-03
1189,CCDN,Centre for Community Development Nepal,N,2013-06-04
1190,INF Nepal Mugu Programme,"International Nepal Fellowship Nepal, Mugu Programme",N,2013-06-04
1191,UN Women,United Nations Entity for Gender Equality and the Empowerment of Women,N,2013-06-06
1193,FH Kenya,Food for the Hungry - Kenya,N,2013-06-10
1194,CARE - Kenya,CARE International in Kenya ,N,2013-06-10
1195,MWA - Kenya,Millennium Water Alliance-Kenya Program (MWA-KP),N,2013-06-10
1196,World Vision Kenya,World Vision Kenya (WVK),N,2013-06-10
1197,CRS - Kenya,Catholic Relief Services,N,2013-06-10
1198,World Vision Ethiopia,World Vision - Ethiopia,N,2013-06-11
1199,CRS - Ethiopia,Catholic Relief Services - Ethiopia,N,2013-06-11
1200,Mission Support Group,"Mission Support Group, St. John and St. Philip Church",N,2013-06-11
1202,STAD,Support Trust for African Development,N,2013-06-11
1207,NWB Fonds,Nederlandse Waterschapsbank Fonds,G,2013-06-18
1209,WSHD,Waterschap Hollandse Delta,G,2013-06-18
1210,ATWSSE,Adama Town Water Supply and Sewerage Enterprise,G,2013-06-18
1211,AgentschapNL,AgentschapNL,G,2013-06-18
1213,Municipality of Jenin,Municipality of Jenin,G,2013-06-24
1214,PHG,Palestinian Hydrology Group for Water & Environmental Resources Development,N,2013-06-24
1215,EWSA,"Energy, Water and Sanitation Authority",G,2013-06-24
1216,FEPEAR,Forum des Exploitants PrivÃ©s des Systemes d'Eau er Assainissement au Rwanda,N,2013-06-24
1217,Arthavida Foundation,Arthavida Foundation,N,2013-06-24
1218,Stichting Waterhelp,Stichting Waterhelp,N,2013-06-24
1219,Waterschap Aa en Maas,Waterschap Aa en Maas,G,2013-06-24
1221,Dunea NV,Dunea NV,C,2013-06-24
1223,Hatenboer Water BV,Hatenboer Water BV,C,2013-06-24
1224,MUWASA,Musoma Urban Water supply and Sewerage Authority,G,2013-06-24
1225,TNO,Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek TNO,N,2013-06-24
1226,NestlÃ© S.A.,NestlÃ© S.A.,C,2013-06-24
1227,Alterra,Alterra,K,2013-06-24
1228,Min. Agriculture Colombia,Ministry of Agriculture and Rural Development (MADR),G,2013-06-24
1229,FNC,Colombia Coffee Growers Federation,N,2013-06-24
1230,KAA,Kosovo Anti-Corruption Agency,G,2013-06-24
1231,Internews Kosova,Internews Kosova,N,2013-06-24
1232,SDC Kosovo,Swiss Agency for Development and Cooperation Kosovo,G,2013-06-24
1233,Harar Water Authority,Harar Water and Sewage Authority,G,2013-06-24
1234,Harari People State,Harari People regional State,G,2013-06-24
1235,Heineken Ethiopia,Heineken Breweries SC,C,2013-06-24
1236,MS Consultancy,MS Consultancy,C,2013-06-24
1237,Royal HaskoningDHV,Enhancing Society Together,C,2013-06-24
1238,Mzuzu City Council,Mzuzu City Council,G,2013-06-24
1239,North Region Water Board,Northern Regio Water Board,G,2013-06-24
1240,Plan Nederland,Plan Nederland,N,2013-06-24
1241,Cordaid Security/Justice,Cordaid Security & Justice,N,2013-06-24
1272,Catholic Diocese of Malak,Catholic Diocese of Malakal,N,2013-06-24
1273,OFP OrganizaciÃ³n Femenina,OFP OrganizaciÃ³n Femenina Popular,N,2013-06-24
1274,Le Partenariat Paix & Pro,Le Partenariat Paix & ProspÃ©ritÃ© Ã  St Martin -3PSM,N,2013-06-24
1275,ASOSEPRODI,ASOSEPRODI,N,2013-06-24
1276,LOFEPACO,LOFEPACO,N,2013-06-24
1277,FOPAC - NK,FOPAC - NK,N,2013-06-24
1278,Finance South Sudan Limit,Finance South Sudan Limited,C,2013-06-24
1279,The League of Pastoralist,The League of Pastoralist Women of Kenya  LPWK,N,2013-06-24
1280,ASN  Bank,ASN  Bank,C,2013-06-24
1281,Caritas Mbuji Mayi,Caritas Mbuji Mayi,N,2013-06-24
1282,CorporaciÃ³n de Investigac,CorporaciÃ³n de InvestigaciÃ³n y AcciÃ³n Social y Eco,N,2013-06-24
1283,International Institute o,International Institute of Rural Reconstruction,K,2013-06-24
1284,IIED,IIED,K,2013-06-24
1285,Jana Vikas,Jana Vikas,N,2013-06-24
1286,CORDAID H&W,CORDAID H&W,N,2013-06-24
1287,Stichting PharmAccess Int,Stichting PharmAccess International,N,2013-06-24
1291,CEMCI,CEMCI,N,2013-06-24
1292,Caritas Switzerland,Caritas Switzerland,N,2013-06-24
1293,Plateforme Haitienne Deve,Plateforme Haitienne Develop. Alternatif (PAPDA),N,2013-06-24
1294,ICCO Kampala,ICCO Kampala,N,2013-06-24
1295,Christian Aid Sierra Leon,Christian Aid Sierra Leone,N,2013-06-24
1296,Tata institute of Social ,Tata institute of Social Studies - TISS,K,2013-06-24
1297,Cordaid Memisa,Cordaid Memisa,N,2013-06-24
1298,Euretco,Euretco,C,2013-06-24
1301,Justice and Peace Malakal,Justice and Peace Malakal,N,2013-06-24
1302,International Institute o,International Institute of Rural Reconstruction,N,2013-06-24
1303,Maguindanaon Development ,"Maguindanaon Development Foundation, Inc. (MDFI)",N,2013-06-24
1305,Tilburg University - Scho,Tilburg University - School of Humanities - TSH,K,2013-06-24
1306,Postcode Lottery,Dutch Postcode Lottery,C,2013-06-24
1307,Caritas Liban,Caritas Liban,N,2013-06-24
1308,The Episcopal Conference ,The Episcopal Conference of Malawi (ECM),N,2013-06-24
1310,Tambayan Center for Child,Tambayan Center for Childrens Rights Inc,N,2013-06-24
1311,SHO,SHO,G,2013-06-24
1312,TFM Consult,TFM Consult,C,2013-06-24
1313,Christian Brothers Develo,Christian Brothers Development Office,C,2013-06-24
1314,Vredeseilanden NZW,Vredeseilanden NZW,N,2013-06-24
1315,SEEDS FCRA,SEEDS FCRA,N,2013-06-24
1316,Global Network of CSOs fo,Global Network of CSOs for Disaster Risk Reduction,N,2013-06-24
1317,ASAP Africa Limited,ASAP Africa Limited,N,2013-06-24
1318,Caritas South Sudan,Caritas South Sudan,N,2013-06-24
1319,Catholic Diocese of Wau,Catholic Diocese of Wau,C,2013-06-24
1320,"APDIK, asbl","APDIK, asbl",N,2013-06-24
1321,EAA,EAA,N,2013-06-24
1322,Women Inc.,Women Inc.,N,2013-06-24
1323,Swisscontact,Swisscontact,N,2013-06-24
1324,Concern Universal Banglad,Concern Universal Bangladesh,N,2013-06-24
1325,CFSC-MW,CFSC-MW,N,2013-06-24
1326,IRATAM,"Institut de Recherche, dâ€™Appui Technique en AmÃ©nagement du Milieu",N,2013-06-24
1328,Observatoire de la ParitÃ©,Observatoire de la ParitÃ©,N,2013-06-24
1330,CAFOD,CAFOD,N,2013-06-24
1331,ADEPAE,ADEPAE,N,2013-06-24
1332,South Sudan Action Networ,South Sudan Action Network on Small Arms: SSANSA,N,2013-06-24
1333,AADA,AADA,N,2013-06-24
1334,AHDS,Afghan Health and Development Services,N,2013-06-24
1335,Organization of Afghan Mi,Organization of Afghan Midwives (OAM),N,2013-06-24
1336,HNTPO AFGH,HNTPO AFGH,N,2013-06-24
1337,PRM SL,Peace and Reconciliation Movement Sierra Leone,N,2013-06-24
1338,PPASL,PPASL,N,2013-06-24
1340,AAP SUD KIVU- ASBL,AAP SUD KIVU- ASBL,N,2013-06-24
1341,CORDAID BUKAVU-ASBL (ACTU,CORDAID BUKAVU-ASBL (ACTUAL),N,2013-06-24
1342,Cordaid Kinderstem,Cordaid Kinderstem,N,2013-06-24
1343,Salone Microfinance Trust,Salone Microfinance Trust,N,2013-06-24
1344,CORDAID EXPLOITATIE,CORDAID EXPLOITATIE,N,2013-06-24
1345,SEND Sierra Leone,SEND Sierra Leone,N,2013-06-24
1346,CORDAID SO,CORDAID SO,N,2013-06-24
1347,Stichting Karti,Stichting Karti,N,2013-06-24
1348,ASPRODE,ASPRODE,N,2013-06-24
1349,DELICE - Droits De l'Enfa,DELICE - Droits De l'Enfant: un livre pour chaque,N,2013-06-24
1351,PANOS ETHIOPIA,PANOS ETHIOPIA,K,2013-06-24
1352,ALVF Cordaid,ALVF Cordaid,N,2013-06-24
1353,AFEM-SK,AFEM-SK,N,2013-06-24
1354,European Union,European Union,G,2013-06-24
1355,Cordaid HaÃ¯ti,Cordaid HaÃ¯ti,N,2013-06-24
1358,Cordaid Mensen in Nood,Cordaid Mensen in Nood,N,2013-06-24
1359,Caritas Bangladesh,Caritas Bangladesh,N,2013-06-24
1360,Cordaid Disaster Risk Red,Cordaid Disaster Risk Reduction and Emergency Aid,N,2013-06-24
1361,Pastoral Verapaz,Pastoral Social CÃ¡ritas DiÃ³cesis de la Verapaz,N,2013-06-24
1362,ComitÃ© Protos Haiti -  CP,ComitÃ© Protos Haiti -  CPH,N,2013-06-24
1363,NASFAM,NASFAM,N,2013-06-24
1364,CERN/CENCO,CERN/CENCO,N,2013-06-24
1365,SCA: Swedish Committee fo,SCA: Swedish Committee for Afghanistan,N,2013-06-24
1366,Health Development and Pe,Health Development and Performance (HDP),N,2013-06-24
1367,Uganda Catholic Secretari,Uganda Catholic Secretariat - Soc. Serv. and Dev.,N,2013-06-24
1370,CILC,CILC,N,2013-06-24
1371,VNG INT,VNG INT,N,2013-06-24
1372,SchuldHulp Maatje,SchuldHulp Maatje,N,2013-06-24
1376,AWA,AWA,N,2013-06-24
1377,ASSEJA Maroua,ASSEJA Maroua,N,2013-06-24
1379,EGPAF,EGPAF,N,2013-06-24
1380,Dokters van de Wereld (MD,Dokters van de Wereld (MDM),N,2013-06-24
1381,EPVI,EPVI,N,2013-06-24
1382,CORDAID RDC,CORDAID RDC,N,2013-06-24
1383,BDOM KINSHASA,BDOM KINSHASA,N,2013-06-24
1384,CARITAS CONGO,CARITAS CONGO,N,2013-06-24
1385,BDOM Bukavu,BDOM Bukavu,N,2013-06-24
1386,Memisa Belgie,Memisa Belgie,N,2013-06-24
1387,Catholic Organization for,Catholic Organization for Relief & Devt South Suda,N,2013-06-24
1388,Stichting Interplast Holl,Stichting Interplast Holland,N,2013-06-24
1389,Interact Worldwide,Interact Worldwide,N,2013-06-24
1391,GPDI Gayo Pastoral Develo,GPDI Gayo Pastoral Development Initiative,N,2013-06-24
1392,Intl. Inst. of Rural Reco,Intl. Inst. of Rural Reconstruction (IIRR),N,2013-06-24
1393,Community Initiative Faci,Community Initiative Facilitation and Assistance,N,2013-06-24
1395,PACIDA,PACIDA,N,2013-06-24
1396,ACORD,ACORD,N,2013-06-24
1397,RECIC,RECIC,N,2013-06-24
1399,MFT,MFT,N,2013-06-24
1400,African Water Facility,African Water Facility,G,2013-06-24
1402,SANA International,SANA International,N,2013-06-24
1403,Umande Trust,Umande Trust,N,2013-06-24
1404,HDSR,Hoogheemraadschap De Stichtse Rijnlanden,G,2013-06-24
1407,MCK Municipal Council of ,MCK Municipal Council of Kisumu,G,2013-06-24
1408,Le Komite Lojman Katye Vi,Le Komite Lojman Katye Vila Roza,N,2013-06-24
1409,CERDeL,CERDeL,N,2013-06-24
1410,IHDI,Institut Haitien de Developpement Integral,N,2013-06-24
1411,Kasek Tijo,Kasek Tijo,G,2013-06-24
1412,Catholic Diocese of Tombu,Catholic Diocese of Tombura-Yambio,N,2013-06-24
1413,CINEP,CINEP,N,2013-06-24
1414,Kalvi Kendra,Kalvi Kendra,N,2013-06-24
1415,Catholic Relief Services ,Catholic Relief Services (CRS) South Sudan,N,2013-06-24
1416,MEDICI CON L'AFRICA CUAMM,MEDICI CON L'AFRICA CUAMM,N,2013-06-24
1417,PASALI Philippines Founda,"PASALI Philippines Foundation, Inc.",N,2013-06-24
1418,Emek Shaveh,Emek Shaveh,N,2013-06-24
1419,FONDECO,FONDECO,C,2013-06-24
1421,Fundacion Sartawi,Fundacion Sartawi,N,2013-06-24
1422,Cordaid Microkrediet,Cordaid Microkrediet,N,2013-06-24
1423,ARD SIERRA L.,ARD SIERRA L.,N,2013-06-24
1425,Tinh Thuong (TYM fund),Tinh Thuong (TYM fund),C,2013-06-24
1427,UWC Maastricht,United World College Maastricht,K,2013-06-28
1428,Basisschool Zonnewijzer,Basisschool de Zonnewijzer,K,2013-06-28
1429,UNESCO-IHE,UNESCO-IHE,G,2013-06-28
1430,Soc Trang Water Supply,Soc Trang Water Supply Company Limited,C,2013-06-28
1431,P.C. Soc Trang Province,People's Committee of Soc Trang Province,G,2013-06-28
1432,SAWACO,Saigon Water Corporation ,C,2013-06-28
1433,P.C. Tra Vinh Provice,People's Committee of Tra Vinh Province,G,2013-06-28
1434,Tra Vinh Water Supply,Tra Vinh Water Supply and Drainage One Member limited company,C,2013-06-28
1435,Can Tho University,Research Institute for Climate Change - Can Tho University,K,2013-06-28
1437,Ruud Stoop Culture School,Ruud Stoop Culture School,N,2013-07-01
1438,Fonds Duurzaam Water,Fonds Duurzaam Water,G,2013-07-04
1439,EU Delegation to BiH,Delegation of the European Union to Bosnia and Herzegovina,G,2013-07-09
1440,MoD BiH,Ministry of Defense of Bosnia and Herzegovina,G,2013-07-09
1441,OSCE mission to BiH,Organization for Security and Co-operation in Europe,G,2013-07-09
1442,Leids Universiteits Fonds,Leids Universiteits Fonds,N,2013-07-10
1443,Walking for Water 2014,Walking for Water international 2014,N,2013-07-11
1444,Bodleian Library,Bodleian Library,G,2013-07-12
1445,NWO Science4Arts,NWO Science4Arts,G,2013-07-12
1446,RMV,National Museum of Ethnology,G,2013-07-12
1447,CHARISMA MOLAB,MOLAB the mobile facilities for in situ non-invasive measurements,G,2013-07-12
1448,Rotary Chelmsford Phoenix,Rotary Chelmsford Phoenix,N,2013-07-16
1449,CSO Samopomich,Civil Society Organisation â€œSamopomichâ€ (Self-Help),N,2013-07-16
1450,SCNP Uzbekistan,SCNP Uzbekistan,G,2013-07-19
1451,"Association Enfants, Jeun","Association Enfants, Jeunes et Avenir    ASSEJA",N,2013-07-19
1452,Bureau de Nutrition et DÃ©,Bureau de Nutrition et DÃ©veloppement (BND),N,2013-07-19
1453,Caritas India,Caritas India,N,2013-07-19
1454,PREDA Foundation Inc.,PREDA Foundation Inc.,N,2013-07-19
1455,Palli Gana Unnayan Kendra,Palli Gana Unnayan Kendra (PGUK),N,2013-07-19
1456,BINA SWADAYA,BINA SWADAYA,N,2013-07-19
1457,Xavier Institute of Manag,Xavier Institute of Management,K,2013-07-19
1458,DIO BANGASSOU,DIO BANGASSOU,C,2013-07-19
1459,Catholic Diocese of Chipa,Catholic Diocese of Chipata,N,2013-07-19
1460,Fund. Salvadorena de Desa,Fund. Salvadorena de Desarrollo y Vivienda Minima,N,2013-07-19
1461,Himalayan Action Research,Himalayan Action Research Centre,N,2013-07-19
1462,DIO MAROUA-Comite Diocesa,DIO MAROUA-Comite Diocesain de Developpement (CDD),C,2013-07-19
1463,ARCH BUKAVU,ARCH BUKAVU,N,2013-07-19
1464,CHAZ - Churches Health As,CHAZ - Churches Health Association of Zambia,N,2013-07-19
1465,DIO BATOURI,DIO BATOURI,N,2013-07-19
1467,SYNERGIA,SYNERGIA,N,2013-07-19
1468,Isis International Women',Isis International Women's Inform. & Communication,N,2013-07-19
1469,Caritas Moroto,Caritas Moroto,N,2013-07-19
1470,SOCADIDO,SOCADIDO,N,2013-07-19
1471,VETERIMED,VETERIMED,N,2013-07-19
