id,proj_title,currency,value,update_count,publishing_status,status,funded,Organisation,created_at
1251,Empower Farmer Associations and their members,EUR,"260,209.00",2,published,Active,"260,209.00",464,2013-07-25
1252,Monitoring the impact of multinationals,EUR,"263,992.00",0,published,Active,"263,992.00",1099,2013-07-25
1253,Samburu Integrated Development Programme,EUR,"99,965.00",0,published,Active,"99,965.00",961,2013-07-25
1254,"Empower, train and link women NGOs",EUR,"106,000.00",0,published,Active,"106,000.00",955,2013-07-25
1255,Promoting Children's Rights and Education,EUR,"230,878.00",0,published,Active,"230,878.00",959,2013-07-25
1256,Construction and repair of health facilities,EUR,"130,535.00",1,published,Active,"130,535.00",273,2013-07-25
1257,Ongoing trainings for midwives,EUR,"141,984.00",1,published,Active,"141,984.00",1297,2013-07-25
1258,Promote women's rights in microfinance,EUR,"52,434.00",0,published,Completed,"52,434.00",1610,2013-07-25
1259,Accompanying a community resettlement,EUR,"5,000.00",0,published,Completed,"5,000.00",960,2013-07-25
1260,Strengthening local organization IADH,EUR,"204,144.00",0,published,Active,"204,144.00",949,2013-07-25
1261,Rehabilitation for Flood Affected Families,EUR,"60,000.00",0,published,Completed,"60,000.00",961,2013-07-25
1262,Counter the negative impact of oil bunkering,EUR,"79,615.00",0,published,Active,"79,615.00",960,2013-07-25
1263,Opportunities for dairy and apiary farmers,EUR,"433,092.00",1,published,Active,"433,092.00",1470,2013-07-25
1264,Promoting sanitation & hygiene practice,EUR,"97,854.00",0,published,Completed,"97,854.00",962,2013-07-25
1265,Indigenous communities threatened by mining,EUR,"51,860.00",0,published,Active,"51,860.00",1523,2013-07-25
1266,Farmers resilience to climate change,EUR,"110,500.00",2,published,Active,"110,500.00",273,2013-07-25
1267,Restoring Shelters after Thane Cyclone,EUR,"112,957.00",1,published,Active,"112,957.00",961,2013-07-25
1268,ACDEP: ICT in Healthcare Delivery,EUR,"323,581.00",3,published,Active,"323,581.00",1572,2013-07-25
1269,Access to land for small scale farmers,EUR,"55,250.00",0,published,Active,"55,250.00",1099,2013-07-25
1270,Building Resilience in Acholi Region,EUR,"150,378.00",0,published,Active,"150,378.00",683,2013-07-25
1271,Improving the livelihoods of households,EUR,"79,945.00",0,published,Active,"79,945.00",961,2013-07-25
1272,Rural development through cooperatives,EUR,"466,123.00",0,published,Active,"466,123.00",1099,2013-07-25
1273,Evidence Based Policy Recommendation,EUR,"348,035.00",4,published,Active,"348,035.00",961,2013-07-25
1274,Enhence effective responses to disasters,EUR,"127,500.00",0,published,Active,"127,500.00",273,2013-07-25
1275,"Access to Care, Support & Protection for OVCs",EUR,"157,500.00",0,published,Active,"157,500.00",273,2013-07-25
1276,Strengthening women leadership,EUR,"95,000.00",0,published,Active,"95,000.00",273,2013-07-25
1277,Access to Education at Sandwip Island,EUR,"329,522.00",0,published,Active,"329,522.00",273,2013-07-25
1278,People at the centre of drylands governance,EUR,"246,558.00",0,published,Active,"246,558.00",961,2013-07-25
1279,Alliance concerning HIV/AIDS,EUR,"3,871,971.00",0,published,Active,"3,871,971.00",949,2013-07-25
1280,Capacity building for risk reduction,EUR,"1,270,005.00",1,published,Active,"1,270,005.00",1306,2013-07-25
1281,Disaster Risk Reduction Capacity Enhancement,EUR,"699,370.00",0,published,Active,"699,370.00",1358,2013-07-25
1282,Program Justice for Sale,EUR,"1,262,700.00",1,published,Active,"1,262,700.00",273,2013-07-25
1283,Climate proof communities,EUR,"439,895.00",2,published,Active,"439,895.00",961,2013-07-25
1284,Human rights in relation to mining operations,EUR,"66,500.00",0,published,Active,"66,500.00",960,2013-07-25
1285,Financial education for farmers,EUR,"104,000.00",0,published,Active,"104,000.00",1099,2013-07-25
1286,Strengthening Disaster Risk Reduction,EUR,"362,495.00",3,published,Active,"362,495.00",1473,2013-07-25
1287,Research on Communities of Change in Haiti,EUR,"45,000.00",0,published,Completed,"45,000.00",1241,2013-07-25
1288,Resilient Communities,EUR,"463,140.00",2,published,Active,"463,140.00",273,2013-07-25
1289,Support for communities to care for orphans,EUR,"327,187.00",1,published,Active,"327,187.00",273,2013-07-25
1290,Improved access to education and health.,EUR,"381,795.00",0,published,Active,"381,795.00",273,2013-07-25
1291,Basic health care in Urozgan,EUR,"4,400,005.00",0,published,Active,"4,400,005.00",1354,2013-07-25
1292,Climate Proof Disaster Risk Reduction,EUR,"431,481.00",0,published,Active,"431,481.00",961,2013-07-25
1293,Improving the quality of education,EUR,"530,061.00",0,published,Active,"530,061.00",1465,2013-07-25
1294,Support local production and processing.,EUR,"1,017,445.00",0,published,Active,"1,017,445.00",1099,2013-07-25
1295,Optimize Community Clinics,EUR,"198,269.00",0,published,Completed,"198,269.00",949,2013-07-25
1296,Development of the rice value chain,EUR,"400,000.00",1,published,Active,"400,000.00",273,2013-07-25
1297,Solutions for affected women and girls,EUR,"1,220,000.00",0,published,Completed,"1,220,000.00",1525,2013-07-25
1298,Nutrition for children,EUR,"404,616.00",0,published,Active,"404,616.00",1334,2013-07-25
1299,Kandahar Institute of Health Sciences,EUR,"1,406,917.00",0,published,Active,"1,406,917.00",1297,2013-07-25
1300,Food security for farmers in Mombin Crochu,EUR,"1,085,633.00",0,published,Active,"1,085,633.00",1099,2013-07-25
1301,Funding based on performance: HIV/AIDS,EUR,"604,621.00",1,published,Active,"604,621.00",949,2013-07-25
1302,Better health care in 5 health zones,EUR,"4,685,303.00",0,published,Active,"4,685,303.00",949,2013-07-25
1303,"Mining, monocultures and indigenous rights",EUR,"88,163.00",1,published,Active,"88,163.00",1482,2013-07-25
1304,SMS to raise HIV/AIDS awareness among youth,EUR,"99,848.00",0,published,Active,"99,848.00",1382,2013-07-25
1305,Providing farmers with access to credit,EUR,"807,816.00",2,published,Active,"807,816.00",1099,2013-07-25
1306,Foster Care for Children in Slums,EUR,"63,202.00",1,published,Active,"63,202.00",273,2013-07-25
1307,Improving the milk sector in Haiti,EUR,"248,517.00",0,published,Active,"248,517.00",464,2013-07-25
1308,Access to healthcare in Nana MambÃ©rÃ©,EUR,"1,380,456.00",0,published,Active,"1,380,456.00",1297,2013-07-25
1309,Emergency Aid Drought for Vulnerable People,EUR,"500,000.00",0,published,Completed,"500,000.00",614,2013-07-25
1310,Training community health workers,EUR,"315,796.00",0,published,Active,"315,796.00",949,2013-07-25
1311,Building a maternity clinic,EUR,"42,248.00",1,published,Active,"42,248.00",1297,2013-07-25
1312,Agro ecological project in La Montagne,EUR,"260,597.00",0,published,Active,"260,597.00",1570,2013-07-25
1313,Enhancing local institutions,EUR,"4,768,752.00",0,published,Completed,"4,768,752.00",949,2013-07-25
1314,Training local community mobilizers,EUR,"300,658.00",0,published,Active,"300,658.00",464,2013-07-25
1315,Empowerment of female farmers in rural areas,EUR,"389,684.00",0,published,Active,"389,684.00",1485,2013-07-25
1316,Capacity Building for Disaster Risk Response,EUR,"236,640.00",0,published,Completed,"236,640.00",464,2013-07-25
1317,Bina Swadaya Disaster Risk Reduction,EUR,"226,347.00",4,published,Active,"226,347.00",1358,2013-07-25
1318,Partners for Resilience Karina 2011,EUR,"327,318.00",2,published,Active,"327,318.00",1516,2013-07-25
1319,Support to Children with Disability,EUR,"262,479.00",0,published,Active,"262,479.00",959,2013-07-25
1320,Reducing vulnerability through microinsurance,EUR,"1,219,928.00",0,published,Active,"1,219,928.00",953,2013-07-25
1321,Inclusion of disabled children,EUR,"449,458.00",0,published,Active,"449,458.00",959,2013-07-25
1322,Back Home House,EUR,"128,000.00",0,published,Completed,"128,000.00",962,2013-07-25
1323,Improvement of basic health care,EUR,"5,899,754.00",3,published,Completed,"5,899,754.00",1354,2013-07-25
1324,Disaster Risk Reduction & Management,EUR,"363,853.00",1,published,Active,"363,853.00",961,2013-07-25
1325,Reconstruction through economic development,EUR,"495,132.00",1,published,Active,"495,132.00",273,2013-07-25
1326,Loan to increase access to credit,EUR,"112,900.00",0,published,Active,"112,900.00",464,2013-07-25
1327,Providing loans for micro entrepreneurs,EUR,"815,000.00",0,published,Active,"815,000.00",464,2013-07-25
1328,Investing in Bolivia's rural economy,EUR,"798,472.00",0,published,Active,"798,472.00",953,2013-07-25
1329,Supporting Microfinance in East Africa,EUR,"14,120,518.00",0,published,Active,"14,120,518.00",273,2013-07-25
1330,WASH services & capacity building Liberia,EUR,"1,000,000.00",3,published,Completed,"1,000,000.00",1178,2013-08-01
1331,Manual percussion drilling in Malawi,EUR,"35,550.00",1,published,Completed,"35,550.00",43,2013-08-09
1332,"Water, Sanitation, Hgyiene and Health ",EUR,"30,000.00",2,published,Active,"30,000.00",405,2013-08-12
1333,Sustainable Water Sources,EUR,"20,000.00",2,published,Active,"20,000.00",1666,2013-08-14
1334,Scaling up sanitation as a business in Kitgum,EUR,"40,000.00",3,published,Active,"40,000.00",405,2013-08-14
1335,Umoja Primary School,EUR,"26,000.00",0,published,H,29.24,816,2013-08-14
1336,Friends of Udhruh 2014,EUR,"4,550.00",4,published,H,0.00,361,2013-08-26
1337,Help een school in Kenia!,EUR,"27,500.00",1,published,H,0.00,113,2013-08-26
1338,Social Media for Innovative Local Empowerment,USD,"200,000.00",15,published,Active,"200,000.00",1674,2013-08-27
1339,Legal Aid for Justice [LAJ],USD,"115,000.00",2,published,Active,"115,000.00",428,2013-08-27
1340,DVD Papas Nativas,EUR,"10,853.28",8,published,Active,"10,853.27",34,2013-08-29
1341,Efficient Water Use,EUR,"11,622,114.00",0,published,Active,"11,622,114.00",1679,2013-08-29
1342,Addressing basic needs,EUR,"132,233.00",0,published,Active,"132,233.00",1306,2013-09-02
1343,Improving youth policy,EUR,"649,644.00",3,published,Active,"649,644.00",946,2013-09-02
1344,El Salvador 2012: Creating a housing toolbox,EUR,"168,756.00",0,published,Completed,"168,756.00",946,2013-09-02
1345,Nairobi 2012: Need for improved sanitation,EUR,"75,732.00",0,published,Completed,"75,732.00",1403,2013-09-02
1346,Addis Ababa 2012: Involving stakeholders,EUR,"44,837.00",0,published,Completed,"44,837.00",273,2013-09-02
1347,Guatemala 2012: Mapping neighborhoods,EUR,"26,817.00",0,published,Completed,"26,817.00",1531,2013-09-02
1348,"Toiletten voor Kabre Palenchowk, Nepal",EUR,"15,500.00",0,published,H,"4,943.00",2150,2013-09-13
1349,Safe water for Wajir,EUR,"15,700.00",0,published,H,"11,467.00",2151,2013-09-16
1351,PPP for increased access to sustainable water,EUR,"4,352,972.00",4,published,Active,"4,352,972.00",1429,2013-09-23
1352,Increasing access to justice in South Kivu,EUR,"64,973.00",0,published,Active,"64,973.00",273,2013-09-24
1354,Sanitation projects in Jakarta,EUR,"40,000.00",4,published,Active,"40,000.00",464,2013-09-26
1355,Innovative Sanitation in Nakuru,EUR,"40,000.00",4,published,Active,"40,000.00",881,2013-09-26
1356,Indonesian water challenge,EUR,"40,000.00",10,published,Active,"40,000.00",1690,2013-09-26
1357,Rural Water Services Delivery in Kisumu,EUR,"40,000.00",17,published,Active,"40,000.00",1686,2013-09-26
1358,"Non-Revenue Water reduction, East Africa, YEP",EUR,"40,000.00",14,published,Active,"40,000.00",1686,2013-09-26
1359,Ethiopia Climate Innovation Centre (CIC),EUR,"40,000.00",4,published,Active,"40,000.00",464,2013-09-26
1361,YEP - Partnerships in the Ghanian WASH sector,EUR,"40,000.00",5,published,Active,"40,000.00",1059,2013-09-26
1363,Rain Water Harvesting ,EUR,"12,000.00",6,published,Active,"12,000.00",1684,2013-09-26
1365,Facilities Ibbagamuwa school Sri Lanka,EUR,"6,762.00",1,published,Active,"6,761.75",1151,2013-10-09
1366,Rural Boreholes and Rehabilitation 1,USD,"3,451.80",0,published,Completed,"3,451.80",168,2013-10-14
1367,Panta District Rural Water Project 1,USD,"3,451.80",0,published,Completed,"3,451.80",1071,2013-10-14
1368,Panta District Rural Water Project 2,USD,"3,450.95",0,published,Completed,"3,450.95",1061,2013-10-14
1369,Rural Boreholes and Rehabilitation 2,USD,"3,455.80",0,published,Completed,"3,455.80",1061,2013-10-14
1370,Rural Boreholes and Rehabilitation 3,USD,"3,451.80",0,published,Completed,"3,451.80",1061,2013-10-14
1371,Toiletten voor school in Mamaribougou,EUR,"4,854.00",6,published,H,"3,804.03",2150,2013-10-15
1372,Rural Boreholes and Rehabilitation 4,USD,"3,450.95",0,published,Completed,"3,450.95",1061,2013-10-15
1373,Rural Boreholes and Rehabilitation 5,USD,"3,450.95",0,published,Active,"3,450.95",1694,2013-10-15
1374,Integrated Community Water and Hygiene (ICWH),USD,"390,244.00",0,published,Active,"390,244.00",1061,2013-10-15
1375,Integrated Community Water & Hygiene (ICWH) 2,USD,"390,244.00",0,published,Active,"390,244.00",1071,2013-10-15
1376,Integrated Community Water & Hygiene (ICWH) 3,USD,"390,244.00",0,published,Active,"390,244.00",168,2013-10-15
1377,Ruai Waterproject,EUR,"25,000.00",5,published,Active,"25,000.00",43,2013-10-17
1378,NWSHPC Training Support to NGOs,USD,"9,353.00",0,published,Completed,"9,353.00",1061,2013-10-23
1379,Rural Boreholes and Rehabilitation 6,USD,"3,451.80",0,published,Active,"3,451.80",1061,2013-10-23
1380,Rural Boreholes and Rehabilitation 7,USD,"3,450.95",0,published,Completed,"3,450.95",1061,2013-10-23
1381,Health & WASH in BHP Billiton Work Area 1,USD,"1,966.08",0,published,Completed,"1,966.08",1076,2013-10-23
1382,Health & WASH in BHP Billiton Work Area 2,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-10-23
1383,Nundu water gravity scheme and WASH training,EUR,"205,000.00",2,published,Active,"205,000.00",43,2013-10-24
1384,Wateroogst 2: Upscaling Rainwater harvesting,EUR,"36,738.00",2,published,H,0.00,43,2013-10-24
1385,Health & WASH in BHP Billiton Work Area 3,USD,"1,966.08",0,published,Completed,"1,966.08",1076,2013-10-30
1386,Health & WASH in BHP Billiton Work Area 4,USD,"5,176.77",0,published,Completed,"5,176.77",1061,2013-10-30
1387,Health & WASH in BHP Billiton Work Area 5,USD,"5,176.77",0,published,Completed,"5,176.77",1076,2013-10-30
1388,Health & WASH in BHP Billiton Work Area 6,USD,"5,176.77",0,published,Completed,"5,176.77",1061,2013-10-30
1389,Health & WASH in BHP Billiton Work Area 7,USD,"5,176.77",0,published,Completed,"5,176.77",1076,2013-10-30
1390,Health & WASH in BHP Billiton Work Area 8,USD,"5,176.77",0,published,Completed,"5,176.77",1061,2013-10-30
1391,Health & WASH in BHP Billiton Work Area 9,USD,"5,176.77",0,published,Completed,"5,176.77",1076,2013-10-30
1392,Health & WASH in BHP Billiton Work Area 10,USD,"5,176.77",0,published,Completed,"5,176.77",1061,2013-10-30
1393,Health & WASH in BHP Billiton Work Area 11,USD,"1,966.08",0,published,Completed,"1,966.08",1076,2013-10-30
1394,6T project: Water Tanks for Nakuru in Kenya,EUR,"100,000.00",0,published,Active,"100,000.00",43,2013-11-05
1395,Community-led WASH and Safe Motherhood ,EUR,"95,582.00",3,published,Active,"95,583.00",1151,2013-11-05
1396,Same Hospital Rehabilitate Sanitation,EUR,"3,800.00",1,published,Active,"3,800.00",43,2013-11-05
1397,Health & WASH in BHP Billiton Work Area 12,USD,"5,176.77",0,published,Completed,"5,176.77",1076,2013-11-05
1398,Health & WASH in BHP Billiton Work Area 13,EUR,"5,176.77",0,published,Completed,"5,176.77",1061,2013-11-05
1399,Health & WASH in BHP Billiton Work Area 14,USD,"5,176.77",0,published,Completed,"5,176.77",1071,2013-11-05
1400,Health & WASH in BHP Billiton Work Area 15,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-11-05
1401,Health & WASH in BHP Billiton Work Area 16,USD,"1,966.08",0,published,Completed,"1,966.08",1071,2013-11-05
1402,Health & WASH in BHP Billiton Work Area 17,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-11-05
1403,Health & WASH in BHP Billiton Work Area 18,USD,"5,176.77",0,published,Completed,"5,176.77",1071,2013-11-05
1404,Health & WASH in BHP Billiton Work Area 19,USD,"5,176.77",0,published,Completed,"5,176.77",1061,2013-11-05
1405,Health & WASH in BHP Billiton Work Area 20,USD,"5,176.77",0,published,Completed,"5,176.77",1071,2013-11-05
1406,Health & WASH in BHP Billiton Work Area 21,USD,"5,176.77",0,published,Completed,"5,176.77",1071,2013-11-08
1407,Health & WASH in BHP Billiton Work Area 22,USD,"1,966.08",0,published,Completed,"1,966.08",1071,2013-11-08
1408,Health & WASH in BHP Billiton Work Area 23,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-11-08
1409,Health & WASH in BHP Billiton Work Area 24,USD,"5,176.77",0,published,Completed,"5,176.77",1071,2013-11-08
1410,Health & WASH in BHP Billiton Work Area 25,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-11-08
1411,Health & WASH in BHP Billiton Work Area 26,USD,"1,966.08",0,published,Completed,"1,966.08",1071,2013-11-08
1412,Health & WASH in BHP Billiton Work Area 27,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-11-08
1413,Health & WASH in BHP Billiton Work Area 28,USD,"1,966.08",0,published,Completed,"1,966.08",1071,2013-11-08
1414,Health & WASH in BHP Billiton Work Area 29,USD,"5,176.77",0,published,Completed,"5,176.77",1061,2013-11-08
1415,Health & WASH in BHP Billiton Work Area 30,USD,"1,966.08",0,published,Completed,"1,966.08",1071,2013-11-08
1416,Health & WASH in BHP Billiton Work Area 31,USD,"1,966.08",0,published,Completed,"1,966.08",1061,2013-11-08
1426,Strengthening the organization ADIS,EUR,"141,853.00",0,published,Active,"141,853.00",273,2013-11-08
1427,Protect and Respect,EUR,"170,000.00",0,published,Active,"170,000.00",949,2013-11-08
1428,SMS to improve reproductive health care,EUR,"141,227.00",0,published,Active,"141,227.00",1297,2013-11-08
1429,Rapid Results Health Programme Fashoda,EUR,"552,157.00",0,published,Active,"552,157.00",949,2013-11-08
1430,Promotion of Women's Health Rights,EUR,"45,800.00",0,published,Active,"45,800.00",949,2013-11-08
1431,Pilot PBF project,EUR,"275,000.00",0,published,Active,"275,000.00",1297,2013-11-08
1432,Human Resources in Health Coalition,EUR,"79,625.00",0,published,Active,"79,625.00",273,2013-11-08
1433,Respect for girls and women,EUR,"92,880.00",0,published,Active,"92,880.00",1352,2013-11-08
1434,Performance based financing in Bas Congo,EUR,"420,725.00",0,published,Active,"420,725.00",949,2013-11-08
1435,Rapid Results Health Program Panyikang,EUR,"412,701.00",0,published,Active,"412,701.00",949,2013-11-08
1436,Business Plan Results Based Financing Trainin,EUR,0.00,0,published,Active,0.00,1566,2013-11-08
1437,Health Policy & Financing Course,EUR,"26,000.00",0,published,Completed,"26,000.00",273,2013-11-08
1438,PILOT HIV and AIDS Project,EUR,"154,337.00",1,published,Active,"154,337.00",1527,2013-11-08
1439,Improved maternal health using ICT,EUR,"68,000.00",6,published,Active,"68,000.00",949,2013-11-08
1440,Access to Healthcare in Nana-Mambere,EUR,"277,021.00",0,published,Active,"277,021.00",1297,2013-11-08
1441,"Institutional support to the \Agence d'Achat\""""",EUR,"90,000.00",0,published,Active,"90,000.00",273,2013-11-08
1442,Improving pregnancy outcomes,EUR,"125,000.00",0,published,Active,"125,000.00",949,2013-11-08
1443,Improving SRH for Rural Adolesents,EUR,"103,238.00",1,published,Active,"103,238.00",1810,2013-11-08
1444,Reproductive Health Services for pastoralists,EUR,"129,276.00",0,published,Active,"129,276.00",1728,2013-11-08
1445,Closing gap in maternal and neonatal health,EUR,"132,685.00",0,published,Active,"132,685.00",949,2013-11-08
1446,Improving maternal and reproductive health,EUR,"111,112.00",0,published,Active,"111,112.00",949,2013-11-08
1447,PBF MIS and database,EUR,"36,100.00",0,published,Active,"36,100.00",949,2013-11-08
1448,Integration of disabled people in the society,EUR,"246,254.00",0,published,Active,"246,254.00",1342,2013-11-08
1449,Child Protection & Alternative Care,EUR,"126,223.00",0,published,Active,"126,223.00",959,2013-11-08
1450,Education support to Moro and IP children,EUR,"287,231.00",0,published,Active,"287,231.00",1773,2013-11-08
1451,Combatting Child trafficking,EUR,"130,916.00",0,published,Active,"130,916.00",464,2013-11-08
1452,Support payment of subsidies in Batouri,EUR,"305,289.00",0,published,Active,"305,289.00",1465,2013-11-08
1453,Reintegration of street children,EUR,"252,015.00",0,published,Active,"252,015.00",959,2013-11-08
1454,Children Education and Community Care,EUR,"212,963.00",0,published,Active,"212,963.00",1705,2013-11-08
1455,More Children in school,EUR,"35,033.00",0,published,Active,"35,033.00",959,2013-11-08
1456,Sexuality education in schools,EUR,"119,108.00",0,published,Active,"119,108.00",464,2013-11-08
1457,Inclusive education in tea plantations,EUR,"120,581.00",1,published,Active,"120,581.00",959,2013-11-08
1458,Education of children with disabilities,EUR,"78,102.00",0,published,Active,"78,102.00",1646,2013-11-08
1459,Linking & Learning convergence partners,EUR,"46,364.00",0,published,Active,"46,364.00",273,2013-11-08
1460,To offer protection for children by education,EUR,"247,166.00",0,published,Active,"247,166.00",1527,2013-11-08
1461,The Road Map to quality education,EUR,"188,431.00",0,published,Active,"188,431.00",273,2013-11-08
1462,Capturing mangrove values in land protection,EUR,"25,000.00",1,published,Active,"25,000.00",273,2013-11-08
1463,Community Managed Drought Risk Reduction,EUR,"540,071.00",1,published,Active,"540,071.00",961,2013-11-08
1464,Community Managed Disaster Risk Reduction,EUR,"200,000.00",0,published,Active,"200,000.00",1308,2013-11-08
1465,Linking and Learning 2012,EUR,"12,765.00",0,published,Active,"12,765.00",961,2013-11-08
1466,Malawi Emergency and Early Recovery,EUR,"93,000.00",0,published,Active,"93,000.00",1306,2013-11-08
1467,Karonga CMDRR & Climate Change Adaptation,EUR,"78,274.00",0,published,Active,"78,274.00",961,2013-11-08
1468,Building Community Resilience and Response,EUR,"80,000.00",0,published,Active,"80,000.00",1757,2013-11-08
1469,Disaster Response after Typhoon Bopha,EUR,"50,000.00",0,published,Active,"50,000.00",1709,2013-11-08
1470,Disaster Response Typhoon Bopha,EUR,"275,000.00",0,published,Active,"275,000.00",961,2013-11-08
1471,Emergency Response after Typhoon Pablo,EUR,"50,000.00",0,published,Active,"50,000.00",961,2013-11-08
1472,Strong livelihoods,EUR,"163,160.00",0,published,Active,"163,160.00",2022,2013-11-08
1473,Afar drought response,EUR,"142,777.00",2,published,Active,"142,777.00",1728,2013-11-08
1474,Conflict Resolution and Peace Building,EUR,"80,683.00",0,published,Active,"80,683.00",464,2013-11-08
1475,"Neighbourhood upgrading in Carrefour, Haiti",EUR,"8,590,500.00",0,published,Active,"8,590,500.00",1802,2013-11-08
1476,"small producers, agriculture and CMDRR",EUR,"108,405.00",0,published,Active,"108,405.00",961,2013-11-08
1477,"medical services for displaced in Homs, Syria",EUR,0.00,0,published,Active,0.00,961,2013-11-08
1478,Disaster Risk Reduction on Sandwip Island,EUR,"66,150.00",0,published,Active,"66,150.00",1702,2013-11-08
1479,Emergency Aid in Central African Republic,EUR,"50,000.00",0,published,Active,"50,000.00",961,2013-11-08
1480,Developing Livestock Markets,EUR,"121,524.00",0,published,Active,"121,524.00",1713,2013-11-08
1481,Consultancy India on donor mapping,EUR,"18,465.00",0,published,Active,"18,465.00",464,2013-11-08
1482,Emergency Relief Flood Affected Families,EUR,"130,000.00",1,published,Active,"130,000.00",1461,2013-11-08
1483,Emergency Reconstruction Support,EUR,"269,776.00",0,published,Active,"269,776.00",961,2013-11-08
1484,Organisation Institutional Development,EUR,"6,150.00",0,published,Active,"6,150.00",464,2013-11-08
1485,"Emergency aid in Artibonite, Haiti",EUR,"130,000.00",0,published,Active,"130,000.00",1358,2013-11-08
1486,Emergency aid and early recovery,EUR,"419,089.00",0,published,Active,"419,089.00",1453,2013-11-08
1487,Disaster relief project Uttarakhand,EUR,"53,800.00",1,published,Active,"53,800.00",961,2013-11-08
1488,NFI Kits for Displaced People in North Kivu,EUR,"311,500.00",5,published,Active,"311,500.00",961,2013-11-08
1489,Emergency Aid Central African Republic 2013,EUR,"210,000.00",0,published,Active,"210,000.00",273,2013-11-08
1490,EA 08/2013 Earthquake Balochistan,EUR,"50,000.00",0,published,Active,"50,000.00",961,2013-11-08
1491,Tirah Valley Emergency Response,EUR,"122,248.00",3,published,Active,"122,248.00",961,2013-11-08
1492,Sustainable Dykes for Bangladesh,EUR,"164,395.00",5,published,Active,"164,395.00",961,2013-11-08
1493,Training and Monitoring UNSCR 1325,EUR,"62,310.00",0,published,Active,"62,310.00",955,2013-11-08
1494,Bayan: Connecting Afghans for Women's Rights,EUR,"70,000.00",0,published,Active,"70,000.00",273,2013-11-08
1495,training and accompaniment women leaders,EUR,"525,000.00",0,published,Active,"525,000.00",464,2013-11-08
1496,Women in Governance for security and peace,EUR,"203,924.00",0,published,Active,"203,924.00",273,2013-11-08
1497,Strengthening womenâ€™s participation,EUR,"40,000.00",0,published,Active,"40,000.00",955,2013-11-08
1498,Reflection and debate on expanding mining,EUR,"68,840.00",0,published,Active,"68,840.00",960,2013-11-08
1499,Reinforcing communities threatened by mining,EUR,"50,000.00",0,published,Completed,"50,000.00",273,2013-11-08
1500,Mining as an oportunity,EUR,"51,471.00",0,published,Active,"51,471.00",960,2013-11-08
1501,Community Oil Spill Monitoring,EUR,"58,500.00",0,published,Active,"58,500.00",2034,2013-11-08
1502,Next Generation of Governance Reporting,EUR,"48,000.00",0,published,Active,"48,000.00",464,2013-11-08
1503,Social Accountability of Public Resources,EUR,"150,000.00",0,published,Active,"150,000.00",1751,2013-11-08
1504,Environmental Monitoring and Gas Alert System,EUR,"68,000.00",0,published,Active,"68,000.00",1593,2013-11-08
1505,Niger Delta Community monitors oil companies,EUR,"70,000.00",0,published,Active,"70,000.00",960,2013-11-08
1506,Support to South Sudan Civil Society Alliance,EUR,"171,979.00",0,published,Active,"171,979.00",1241,2013-11-08
1507,Raising awareness on Human Rights issues,EUR,"169,433.00",0,published,Active,"169,433.00",273,2013-11-08
1508,Capacity strengthening,EUR,"131,070.00",0,published,Active,"131,070.00",1274,2013-11-08
1509,Integration of women in the security sector,EUR,"121,132.00",0,published,Active,"121,132.00",1241,2013-11-08
1510,South Sudan Community Policing Research,EUR,0.00,0,published,Active,0.00,273,2013-11-08
1511,Market Study 'Mobile Money Transfers',EUR,"20,000.00",0,published,Completed,"20,000.00",273,2013-11-08
1512,Job and housing opportunities for women,EUR,"227,000.00",0,published,Completed,"227,000.00",1534,2013-11-08
1513,Employment and education for youth at risk,EUR,"315,500.00",0,published,Completed,"315,500.00",1654,2013-11-08
1514,Working together on water and sanitation,EUR,"95,000.00",0,published,Completed,"95,000.00",273,2013-11-08
1515,A local hub for Cordaid's activities,EUR,"457,035.00",0,published,Active,"457,035.00",273,2013-11-08
1516,Urban Agriculture for youth,EUR,"511,502.00",0,published,Completed,"511,502.00",273,2013-11-08
1517,Providing urban youth with opportunities,EUR,"62,750.00",0,published,Completed,"62,750.00",1723,2013-11-08
1518,Upgrading slums by tackling multiple issues,EUR,"1,205,695.00",0,published,Completed,"1,205,695.00",946,2013-11-08
1519,Livable houses for the urban poor,EUR,"1,815,467.00",0,published,Completed,"1,815,467.00",946,2013-11-08
1520,Lobbying for inclusive housing policy,EUR,"1,066,739.00",0,published,Completed,"1,066,739.00",464,2013-11-08
1521,Turning pollution into profit,EUR,"106,000.00",0,published,Completed,"106,000.00",1722,2013-11-08
1522,Improved housing by working together,EUR,"3,255,897.00",0,published,Completed,"3,255,897.00",946,2013-11-08
1523,Working together for a cleaner city,EUR,"587,689.00",0,published,Completed,"587,689.00",946,2013-11-08
1524,An integrated approach for water and waste,EUR,"1,156,343.00",0,published,Completed,"1,156,343.00",946,2013-11-08
1525,Networking to battle urban poverty,EUR,0.00,0,published,Completed,0.00,273,2013-11-08
1526,Water supply for Youth City,EUR,"8,500.00",0,published,Completed,"8,500.00",1761,2013-11-08
1527,St. Noa's Family,EUR,"114,000.00",0,published,Completed,"114,000.00",962,2013-11-08
